username,is_possible_bad_actor,profile_pic_id,is_possible_scammer,is_favorite,full_name,is_verified,profile_pic_url,latest_reel_media,_id,fbid_v2,strong_id__,is_private,datetime_inserted,pk_id,third_party_downloads_enabled,pk,account_badges,has_anonymous_profile_picture
"""championsleague""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2621162495042074204_1269788896""",false,false,"""UEFA Champions League""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/219922838_111513547782111_7201631713818586083_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=1pr_MxwY9nQAX-EinJF&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCP9aDrmX-Q7svGLpzlddTJCwbTxVrPL4J0u2N5teXFEA&oe=650C06B0&_nc_sid=ce9561""",1694957511,"""""","""17841400866899840""","""1269788896""",false,"""""","""1269788896""",0,"""1269788896""",[],false
"""joanparra.jp""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3192720032293822395_9181425958""",false,false,"""Joan""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/378050658_276698971798396_6031697628031629893_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=rJe4N-RDPO4AX8xqkyz&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCoDR5t_Epp82RKnSd5dr5XXDGsHdnYrOpikJeeV6LLUA&oe=650CB38C&_nc_sid=ce9561""",0,"""""","""17841409178747678""","""9181425958""",false,"""""","""9181425958""",0,"""9181425958""",[],false
"""_poncemelanie""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3085778409129270248_3045017079""",false,false,"""MELITA  🌹""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/342062470_919829645883697_6743768264588315166_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=k1XDOc5T5RIAX9N-8Gc&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDCUEVOXfJp4IUIPGUlfiZyUC5SSgPfYy3eBmYFyTVnXw&oe=650D52AB&_nc_sid=ce9561""",1694994652,"""""","""17841402912390627""","""3045017079""",false,"""""","""3045017079""",0,"""3045017079""",[],false
"""badbunnylookss""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2847625481366704213_49805234093""",false,false,"""""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/283871636_336427808451326_7774579729103670883_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=oTiawfukGygAX-uUXDi&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBSXU2735srmxPuIl_B3KhTEVczGbT7u4jWMLi3N38Jtw&oe=650C484D&_nc_sid=ce9561""",1694974478,"""""","""17841449742805654""","""49805234093""",false,"""""","""49805234093""",0,"""49805234093""",[],false
"""shakira""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3136214341073094247_217867189""",false,false,"""Shakira""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/356606744_168414456105052_7028037053712448905_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=D3kladU8xHYAX_F-t24&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBn0b4xo03ovVYNxcfMO1B2-6YcKeJRnHi-TYogw_rCtQ&oe=650D2177&_nc_sid=ce9561""",0,"""""","""17841400335673404""","""217867189""",false,"""""","""217867189""",1,"""217867189""",[],false
"""o.dembele7""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3181510263273397067_538484741""",false,false,"""Ousmane Dembélé""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/372663678_637867501780425_2955388910454875532_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=SRGB5dmceNQAX_jLq4L&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfC4jg-0mkcujRZ0pqCjM7wJs9mjHpl03EDeodBNmtw-5w&oe=650D0248&_nc_sid=ce9561""",0,"""""","""17841401582238413""","""538484741""",false,"""""","""538484741""",0,"""538484741""",[],false
"""redbullbike""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2491583713352362572_3999827868""",false,false,"""Red Bull Bike""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/140276871_1094410241026886_128556714474498319_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=b77jf60DZZYAX-3Fbr3&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDL7SDdqtzo83AU3J_AylsXl5nMOiS0XUqwBAAMRg7g8A&oe=650D521E&_nc_sid=ce9561""",1694970784,"""""","""17841403956059978""","""3999827868""",false,"""""","""3999827868""",1,"""3999827868""",[],false
"""outofcontextfurbo""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3007963318641898019_55599879128""",false,false,"""OUT OF CONTEXT FURBO""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/323812709_676754424176870_7772796611117581625_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=4AkccCr_eQwAX_fcNbi&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAnIIUFTbhWxmwQ57epuNmqDNA75Qi4TIFc2UFL1EiKrA&oe=650D32A6&_nc_sid=ce9561""",1694994809,"""""","""17841455653859984""","""55599879128""",false,"""""","""55599879128""",1,"""55599879128""",[],false
"""fcbarcelona""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3152003574221614013_260375673""",false,false,"""FC Barcelona""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/361945881_2272986549755523_2630584439064391253_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=3ZQumgvC6n0AX8efwKx&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBbTRds0vEaDs6DAt1yO1Rv30Z1kynrFG7-yKlgHWaCNw&oe=650D4217&_nc_sid=ce9561""",1694964414,"""""","""17841400710194068""","""260375673""",false,"""""","""260375673""",1,"""260375673""",[],false
"""b.zame""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3067390057665615805_50580905614""",false,false,"""B""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/337566149_189763947166595_585956440649439083_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Jyli6m_fa_wAX_4V2Nt&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCb0QGCgs6G-Oo1orzZx2TDMGbLzNsW51RBsb7y3wpXxQ&oe=650D52D9&_nc_sid=ce9561""",0,"""""","""17841450448442613""","""50580905614""",false,"""""","""50580905614""",0,"""50580905614""",[],false
"""sachapaquette""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3189957904978620153_4025752585""",false,false,"""Sacha Paquette""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/377555722_3189546481348517_2540255325037052375_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=u0ae1Dlaxb4AX-nE6RM&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfB25VcdzOFZt3VZdShbDAj86qT2qAo9jbVGqNu_jpIFSg&oe=650BCC42&_nc_sid=ce9561""",0,"""""","""17841403857573219""","""4025752585""",false,"""""","""4025752585""",0,"""4025752585""",[],false
"""girlgoingtravel""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3173947752630912171_6983038""",false,false,"""Mackenzie | travel girl 🌎""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/368564409_162854866840156_2481976868305025775_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ploMeOmLEygAX9OhnV_&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAC9wHMtbEsq5jvOIR9YtnzXlKuPPVjJrm4ymp2nw1gGQ&oe=650C391A&_nc_sid=ce9561""",1694973697,"""""","""17841400211140109""","""6983038""",false,"""""","""6983038""",1,"""6983038""",[],false
"""laurxmg""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2692117100611256007_2128369372""",false,false,"""l a u 🌞""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/248446738_414929400100683_1430093144507127922_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=c8COz3bpqF0AX8NzpH9&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCTr6MQsO0ilSqWgdiGPIBa2MGy9kovg6kJOLy4hm6itA&oe=650CB8F1&_nc_sid=ce9561""",0,"""""","""17841401961186046""","""2128369372""",false,"""""","""2128369372""",0,"""2128369372""",[],false
"""neymarjr""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3155820922834505644_26669533""",false,false,"""NJ 🇧🇷""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/363002495_967993231124831_6333892974367545896_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=UWaKhHDgv-kAX-mb4CC&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBE5lqq8lKo0evfDfrhjqAjXn44cU4TOqUCoVbR76M8fg&oe=650D5888&_nc_sid=ce9561""",0,"""""","""17841401365990416""","""26669533""",false,"""""","""26669533""",0,"""26669533""",[],false
"""thedodo""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3077912395301709553_649735629""",false,false,"""The Dodo""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/340497636_177398201419133_1025186593067186000_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=eP7LUwdoQQwAX_MbGue&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAcsjerKCaz3lR__5s3jDPggM5uP826Ndl0UBWmFvfbng&oe=650D6E87&_nc_sid=ce9561""",0,"""""","""17841400228880152""","""649735629""",false,"""""","""649735629""",1,"""649735629""",[],false
"""claralvelasco""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3095283351556536174_421429815""",false,false,"""clara :)""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/344779848_169285849415191_5266759509298208831_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=mgoWYTzsvSoAX9vevBI&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBa3P9D8QhmmlCGMgedYJUcK9C7A-3klQHJ5McXoW9qvA&oe=650D0EAD&_nc_sid=ce9561""",1694982158,"""""","""17841401614456584""","""421429815""",false,"""""","""421429815""",1,"""421429815""",[],false
"""alexisren""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3118173448102154516_28656806""",false,false,"""Alexis Ren""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/352142567_1180327102664834_8832864221421292934_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=ZCbyNFj0ZKMAX_8oakk&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBeTBDwYhSMzeVymrzC0F8T8SyzQDppAOA1FgqliKP28A&oe=650CFABD&_nc_sid=ce9561""",0,"""""","""17841401464180447""","""28656806""",false,"""""","""28656806""",1,"""28656806""",[],false
"""food52""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2217757253938179813_11798576""",false,false,"""Food52""",true,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/80807972_452263008982463_2167599900424929280_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=OZnwZ15dTjMAX9yI6LZ&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDY217myVjSa3rMHdkUquxLXIPostqu-TiQqd2wl0D0Mg&oe=650BB99D&_nc_sid=ce9561""",0,"""""","""17841400677280184""","""11798576""",false,"""""","""11798576""",1,"""11798576""",[],false
"""tumonlyght""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3189171105616219908_187803053""",false,false,"""𝓜𝓸𝓷𝓵𝔂𝓰𝓱𝓽 🪽""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/376786060_2570609139781182_8703730343438331563_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=L8pR0ESdTZkAX-qBBo1&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAIvapJ_bmiWZ6e1IObtRiyF1hT2F8XqIOEzBM4eq2MBQ&oe=650CB189&_nc_sid=ce9561""",1695000571,"""""","""17841400811592934""","""187803053""",false,"""""","""187803053""",0,"""187803053""",[],false
"""melmauriz""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2942698766936434988_1637355213""",false,false,"""Melibea🧿""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/310468733_1065272884177611_3696296558118376152_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_tQE6IormV8AX84lOu1&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDdrnQEMV_i3B_TPuV0ztVOotNDwmoAqwPs76Z5nP5f2g&oe=650D39A9&_nc_sid=ce9561""",1694999982,"""""","""17841401296415583""","""1637355213""",false,"""""","""1637355213""",1,"""1637355213""",[],false
"""aesthbaes""","{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""3180803315524363322_45332786375""",false,false,"""𝖺𝖾𝗌𝗍𝗁𝖻𝖺𝖾𝗌""",false,"""https://scontent-yyz1-1.cdninstagram.com/v/t51.2885-19/372094730_840751710892028_6663071804875307829_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-yyz1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=eSsGwBHP7nQAX-DLbwi&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAHP98ZavSuLG3pwNckwQQhu8wJdbegU5gBj5qeqq32eg&oe=650BC7F0&_nc_sid=ce9561""",1694978411,"""""","""17841445191276598""","""45332786375""",false,"""""","""45332786375""",1,"""45332786375""",[],false
