pk,full_name,profile_pic_url,account_badges,profile_pic_id,is_private,pk_id,is_possible_scammer,username,fbid_v2,latest_reel_media,_id,is_verified,is_favorite,third_party_downloads_enabled,is_possible_bad_actor,strong_id__,datetime_inserted,has_anonymous_profile_picture
"""13213170""","""Nintendo of America""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/52641496_654714378294589_1628709928594046976_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=MoU89ayhM2cAX8T5MKc&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfD9zJ-leGZ0RaR6FzK4TQ068fW96i4GZ0Y2L2VDwdRAKA&oe=653C79EC&_nc_sid=ce9561""",[],"""1997394753422958542_13213170""",false,"""13213170""",false,"""nintendoamerica""","""17841400875100206""",1698084212,"""""",true,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""13213170""","""""",false
"""52130229689""","""나연 (NAYEON)""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/294357840_1056946331848193_8592951666263680523_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=mEWjjuAtIj8AX90A1sX&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDegYagBNGueTFrRL3DdRySib3syFQe0bosmmZyvxazMA&oe=653CF853&_nc_sid=ce9561""",[],"""2886370218646980545_52130229689""",false,"""52130229689""",false,"""nayeonyny""","""17841452250676278""",1698056485,"""""",true,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""52130229689""","""""",false
"""52031444989""","""Gino chouin'art 🔮💘✨""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/275477848_154364203628029_4199455297701066880_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=r_VMMvIXtiEAX-SrYS4&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfA24zEm0zaz8ewwV9VUGUGD5Mwh1nFmUdBcwfc2pJ4dYA&oe=653B6F27&_nc_sid=ce9561""",[],"""2791100683780484036_52031444989""",false,"""52031444989""",false,"""ginochouin.art""","""17841451989693930""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""52031444989""","""""",false
"""9767036411""","""Theo Gaillard""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/335708365_479300667625441_8511772370704041755_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=PscHRe1wnJ8AX8QsHFI&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDAqOaA19CB-kBHdrZ9wlSNvbLHsFtyS2Vo5m1P_-6Mxg&oe=653BB735&_nc_sid=ce9561""",[],"""3059001771217766791_9767036411""",false,"""9767036411""",false,"""theo.gaillard2000""","""17841409732350879""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""9767036411""","""""",false
"""2873805369""","""pep’s art""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/355088474_6093207824121772_7925211282668446581_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=lMkSMP1ClNgAX9L24ud&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBVhpKMN-CxqARCTEmheWmVSgoOuGI4EWToX7uTTK_Vsg&oe=653BA81C&_nc_sid=ce9561""",[],"""3128751046147297776_2873805369""",false,"""2873805369""",false,"""peppapaya""","""17841402801099225""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2873805369""","""""",false
"""9460276""","""NYX Professional Makeup""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/260589077_577580039983485_8042296293462754386_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=aFXtrR5rMaQAX-hDcE8&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfB7bYzElK5_Rf3NhDcvFWzg1rHHY0I5RXGnB5Luqpc5oA&oe=653B35D0&_nc_sid=ce9561""",[],"""2714253857072295999_9460276""",false,"""9460276""",false,"""nyxcosmetics""","""17841401568280147""",1698082550,"""""",true,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""9460276""","""""",false
"""8396861656""","""Fitwaffle Kitchen | Eloise""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/91480083_931579927274904_6152032548298948608_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=aM_guMZc3UkAX_rl4e0&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCNKRjm-4vIF0CVXAYsTASx9mWc_DtXplsjk9YZ372DYQ&oe=653BE803&_nc_sid=ce9561""",[],"""2276907792740051896_8396861656""",false,"""8396861656""",false,"""fitwafflekitchen""","""17841408329709607""",1698073324,"""""",false,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""8396861656""","""""",false
"""52091918331""","""˚₊‧꒰ა kimi's workshop ໒꒱ ‧₊˚""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/344372479_6556080321070164_3901277210889356607_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=VAt7wCcs_wgAX9By6Ys&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDOR4ccmufIgmJ70KdWskUCY_OvTb1_LYx7PdknhwaWRw&oe=653CA4B3&_nc_sid=ce9561""",[],"""3094514389445538546_52091918331""",false,"""52091918331""",false,"""kimi_workshop""","""17841452269931489""",0,"""""",false,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""52091918331""","""""",false
"""5636452193""","""𝑴𝒚𝒓𝒊𝒂 𝄡""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/385271980_867100941646319_1546717316948453145_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=AalbkOjV6RAAX_1x5Sx&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCdZnIZ63XfHXorqM4G0DwbdXZN5paClRDjcgUqX3wCZw&oe=653C6511&_nc_sid=ce9561""",[],"""3205019351782159641_5636452193""",false,"""5636452193""",false,"""myriabracadabra""","""17841405645804556""",1698110401,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""5636452193""","""""",false
"""8536471643""","""GLITCH""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/118520103_257857835173315_3925544194573900480_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=pmXtL3Wo8vAAX9v0rAX&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfAzMFoa6p4VS_Y4tdFnjI7xlmM-BQS--Xgg66TJvIivAA&oe=653BDA1D&_nc_sid=ce9561""",[],"""2386092904664698712_8536471643""",false,"""8536471643""",false,"""glitch_prod""","""17841408629307058""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""8536471643""","""""",false
"""219254657""","""tokidokibrand""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/356950676_3277537829203751_1142874135004180592_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=ipgzw7-HYxcAX8rHz9j&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfB5I2DVzOvGWs9iqG40SQj-r42aJdZQ4PW_vWxRRHdaaA&oe=653BB5A5&_nc_sid=ce9561""",[],"""3136895674956511134_219254657""",false,"""219254657""",false,"""tokidokibrand""","""17841401639713425""",1698103165,"""""",true,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""219254657""","""""",false
"""6320279167""","""ALF""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/145062224_697283300951047_5014304796585990118_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=107&_nc_ohc=hRMUS8KcZsEAX9aLg0_&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBpRzskfL0LA7CNEvBKS5di_UBH4v3Slulo_nMlrEJt9A&oe=653BFA35&_nc_sid=ce9561""",[],"""2501141397661218516_6320279167""",false,"""6320279167""",false,"""alfdevonrex""","""17841406455020034""",1698033758,"""""",false,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""6320279167""","""""",false
"""1637417806""","""HARIBO Canada""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/385894630_1340849346553018_3619416064236180048_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=e38b7OtwZe0AX9fpmlW&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDwHcq7LPETieSDeUjsTt-hQz11tf7JDslFfN4a9JtVfA&oe=653CC4C6&_nc_sid=ce9561""",[],"""3207177427406910093_1637417806""",false,"""1637417806""",false,"""haribocanada""","""17841401254205584""",1698101061,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""1637417806""","""""",false
"""34403467106""","""Changeline""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/376097164_1003754980966948_1410991670964538619_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=104&_nc_ohc=d2wFcoMIGDwAX_GFgeQ&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBhfn8k6hLrFDTxJEySh3UdAAtz2WKLuKkwiryikvEECg&oe=653B2DA9&_nc_sid=ce9561""",[],"""3188224396031363457_34403467106""",false,"""34403467106""",false,"""changelin.e""","""17841434413190433""",0,"""""",false,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""34403467106""","""""",false
"""21177272""","""Monster High""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/309935459_420727690132108_3285308357627339175_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=gmQsANCqlD4AX_HEjaL&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfC2IV9bfS9szsCd6-D96b88AfGSjB7pD2lmVmHRk7LfOQ&oe=653CFB0D&_nc_sid=ce9561""",[],"""2938926436276083958_21177272""",false,"""21177272""",false,"""monsterhigh""","""17841401718160330""",1698077174,"""""",true,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""21177272""","""""",false
"""48001015580""","""Flower Knows Cosmetics""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/367047134_1342978499966587_1377228525308867522_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=nEs_-kikIloAX-BBmAk&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfCaDytZVh7zycBIRmmLb9dUfFYd101rmp7rVL1HzJgVMw&oe=653C4942&_nc_sid=ce9561""",[],"""3169855966175121877_48001015580""",false,"""48001015580""",false,"""flowerknows_global""","""17841448227400126""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""48001015580""","""""",false
"""21192530100""","""Silly&Goofy montcalm""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/324548769_474856124808467_4543472788124950936_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=xebC1ZGw50kAX_uLnzi&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDTkubU4uGWOWHyhZuAVdtNOBDz5mBJgGd1UV33sfUtDQ&oe=653BF1F4&_nc_sid=ce9561""",[],"""3012847623837821368_21192530100""",false,"""21192530100""",false,"""goofy_mitchmontcalm""","""17841421183009066""",0,"""""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""21192530100""","""""",false
"""2121731817""","""Mael Paradis""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/387675316_1035270637498510_6216235141269722562_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gK8n8yyTjK8AX9xMPB-&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBzn34Jf6Cdf1TFybUA5tc7J8vlzklAg-jlqvBjwHS5DA&oe=653B213A&_nc_sid=ce9561""",[],"""3209993180392559377_2121731817""",false,"""2121731817""",false,"""mael._.o._.paradis""","""17841402034535216""",0,"""65371e9c1a96a12843810a00""",false,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""2121731817""","""2023-10-23 21:32:11""",false
"""398583280""","""♬☆  Ã ＴгίＰℙž  ♔🥀""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/382263962_642621944519965_2868476435083454749_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=ufvedWXINiIAX8IkL3k&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDIL2SgAQY4EGn-nPOMl9TOJfEq1VlxXIO58TJpynQ22g&oe=653B63F1&_nc_sid=ce9561""",[],"""3200535711992237371_398583280""",false,"""398583280""",false,"""audreyisarose""","""17841401658406227""",1698096795,"""""",false,false,1,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""398583280""","""""",false
"""46335750""","""Doja Cat""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/297535229_751125492638996_1270638140883726949_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=7o8AuBSTQz0AX9gbCxV&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfDGaWE6-L8K5lWKDLjxCHdStVlBj43GTmJqf7HMEbu9ZQ&oe=653C64DA&_nc_sid=ce9561""",[],"""2899010649158251228_46335750""",false,"""46335750""",false,"""dojacat""","""17841401912500723""",0,"""""",true,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""46335750""","""""",false
"""51224656988""","""NewJeans""","""https://scontent-bos5-1.cdninstagram.com/v/t51.2885-19/358012330_774322881150224_8935112088850474160_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=1&_nc_ohc=mq8wzFXLeZoAX9TJH9u&edm=ALB854YBAAAA&ccb=7-5&oh=00_AfBUd5Q-88A5UVuE9iKoDc_6lc23cSGANLikJMnhUklMIQ&oe=653BA0A4&_nc_sid=ce9561""",[],"""3140993410558473812_51224656988""",false,"""51224656988""",false,"""newjeans_official""","""17841451149653082""",0,"""""",true,false,0,"{""is_possible_scammer"": false, ""is_possible_impersonator"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}, ""is_possible_impersonator_threads"": {""is_unconnected_impersonator"": false, ""connected_similar_user_id"": null}}","""51224656988""","""""",false
